ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6666204,HP739644,12/17/2008 11:00:00 PM,035XX W FULTON BLVD,0810,THEFT,OVER $500,STREET,false,false,1123,011,28,27,06,1152718,1901766,2008,02/04/2016 06:33:39 AM,41.886302825,-87.714640454,"(41.886302825, -87.714640454)"
6666205,HP739655,12/18/2008 08:00:00 AM,015XX N WELLS ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,true,1821,018,27,8,26,1174422,1910571,2008,02/04/2016 06:33:39 AM,41.910007156,-87.634675348,"(41.910007156, -87.634675348)"
6666206,HP739552,12/18/2008 06:30:00 AM,028XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2122,001,4,35,08B,1179375,1886199,2008,02/04/2016 06:33:39 AM,41.843016958,-87.61722727,"(41.843016958, -87.61722727)"
6666208,HP737862,12/17/2008 05:25:00 AM,005XX E 47TH ST,031A,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,0222,002,3,38,03,1180478,1873968,2008,02/04/2016 06:33:39 AM,41.809428874,-87.613555623,"(41.809428874, -87.613555623)"
6666209,HP739057,12/17/2008 06:45:00 PM,072XX S BENNETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0333,003,5,43,08B,1189959,1857425,2008,02/04/2016 06:33:39 AM,41.763810524,-87.579313624,"(41.763810524, -87.579313624)"
6666210,HP738388,12/17/2008 08:30:00 AM,029XX N NAGLE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2511,025,36,19,05,1132904,1918904,2008,02/04/2016 06:33:39 AM,41.933700622,-87.787002412,"(41.933700622, -87.787002412)"
6666213,HP738972,12/17/2008 10:30:00 AM,006XX E 50TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0223,002,4,38,05,1181317,1871670,2008,02/04/2016 06:33:39 AM,41.803103649,-87.610549232,"(41.803103649, -87.610549232)"
6666214,HP600148,09/29/2008 02:35:00 PM,069XX S EAST END AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0332,003,5,43,08A,1188977,1859280,2008,02/04/2016 06:33:39 AM,41.768924366,-87.582853494,"(41.768924366, -87.582853494)"
6666215,HP739003,12/17/2008 06:15:00 PM,038XX S GILES AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0211,002,3,35,03,1178889,1879678,2008,02/04/2016 06:33:39 AM,41.825133956,-87.619209692,"(41.825133956, -87.619209692)"
6666217,HP492405,08/03/2008 09:10:00 PM,026XX W MELROSE ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1733,017,33,21,04B,1157999,1921467,2008,02/04/2016 06:33:39 AM,41.940257812,-87.694708618,"(41.940257812, -87.694708618)"
6666218,HP739675,12/17/2008 10:00:00 AM,0000X S PULASKI RD,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,1122,011,28,26,06,1149731,1899625,2008,02/04/2016 06:33:39 AM,41.880486258,-87.725665179,"(41.880486258, -87.725665179)"
6666219,HP738697,12/17/2008 12:00:00 PM,006XX E 44TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,38,05,1181429,1875985,2008,02/04/2016 06:33:39 AM,41.814941773,-87.610005289,"(41.814941773, -87.610005289)"
6666222,HP738479,12/17/2008 01:31:55 PM,053XX S HONORE ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0932,009,16,61,06,1164924,1869245,2008,02/04/2016 06:33:39 AM,41.796811706,-87.670738463,"(41.796811706, -87.670738463)"
6666225,HP739469,12/18/2008 01:30:00 AM,111XX S ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,2234,022,34,75,15,1167605,1830986,2008,02/04/2016 06:33:39 AM,41.691766454,-87.662001505,"(41.691766454, -87.662001505)"
6666229,HP738451,12/17/2008 01:20:19 PM,049XX S SEELEY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0915,009,16,61,05,1163524,1871933,2008,02/04/2016 06:33:39 AM,41.804217406,-87.675797022,"(41.804217406, -87.675797022)"
6666230,HP738217,12/17/2008 09:30:00 AM,024XX S LEAVITT ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",false,false,1034,010,25,31,15,1162084,1887912,2008,02/04/2016 06:33:39 AM,41.848095703,-87.68063306,"(41.848095703, -87.68063306)"
6666232,HP738165,12/17/2008 10:55:00 AM,035XX E 114TH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0433,004,10,52,08B,1201660,1829983,2008,02/04/2016 06:33:39 AM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
6666237,HP739612,12/17/2008 09:30:00 AM,004XX N ORLEANS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,06,1173849,1903349,2008,02/04/2016 06:33:39 AM,41.890202393,-87.636995641,"(41.890202393, -87.636995641)"
6666238,HP738074,12/17/2008 09:57:21 AM,030XX S HALSTED ST,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,ALLEY,true,false,0923,009,11,60,03,1171460,1884820,2008,02/04/2016 06:33:39 AM,41.839410287,-87.646313633,"(41.839410287, -87.646313633)"
6666240,HP739642,12/18/2008 12:00:00 AM,017XX W HARRISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,false,false,1224,012,2,28,26,1164863,1897422,2008,02/04/2016 06:33:39 AM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
6666241,HP739651,12/17/2008 12:00:00 AM,017XX W HARRISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING/GROUNDS,false,false,1224,012,2,28,26,1164863,1897422,2008,02/04/2016 06:33:39 AM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
6666242,HP739635,11/18/2008 12:00:00 AM,036XX W HARRISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,1133,011,24,27,26,1152281,1897118,2008,02/04/2016 06:33:39 AM,41.873556852,-87.716367934,"(41.873556852, -87.716367934)"
6666244,HP739685,12/18/2008 12:00:00 AM,105XX S HALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,2212,022,19,72,06,1165614,1834618,2008,02/04/2016 06:33:39 AM,41.701775626,-87.669188299,"(41.701775626, -87.669188299)"
6666245,HP739689,12/17/2008 07:00:00 AM,087XX S DAUPHIN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0632,006,8,44,06,1184064,1847410,2008,02/04/2016 06:33:39 AM,41.736468098,-87.601232164,"(41.736468098, -87.601232164)"
6666246,HP737926,12/17/2008 12:00:00 AM,029XX W WILCOX ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1124,011,2,27,07,1156911,1899216,2008,02/04/2016 06:33:39 AM,41.879221392,-87.699311888,"(41.879221392, -87.699311888)"
6666247,HP739703,12/18/2008 01:00:00 AM,105XX S PROSPECT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,2212,022,19,72,14,1167641,1834592,2008,02/04/2016 06:33:39 AM,41.701661143,-87.661766767,"(41.701661143, -87.661766767)"
6666249,HP739743,12/18/2008 02:00:00 AM,028XX N SEMINARY AVE,0810,THEFT,OVER $500,STREET,false,false,1932,019,44,6,06,1168472,1918850,2008,02/04/2016 06:33:39 AM,41.932856091,-87.656292969,"(41.932856091, -87.656292969)"
6666250,HP739772,12/18/2008 10:00:00 AM,009XX W WOLFRAM ST,0810,THEFT,OVER $500,STREET,false,false,1932,019,44,6,06,1169565,1919119,2008,02/04/2016 06:33:39 AM,41.933570485,-87.652268469,"(41.933570485, -87.652268469)"
6666251,HP735144,12/15/2008 12:30:00 PM,021XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2522,025,31,19,07,1144047,1913710,2008,02/04/2016 06:33:39 AM,41.919245618,-87.746182538,"(41.919245618, -87.746182538)"
6666252,HP736495,12/16/2008 12:09:00 AM,019XX N SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1422,014,35,22,26,1153833,1912650,2008,02/04/2016 06:33:39 AM,41.916147402,-87.710255596,"(41.916147402, -87.710255596)"
6666253,HP738378,12/17/2008 12:35:00 PM,025XX N KEELER AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,2524,025,31,20,05,1147958,1916494,2008,02/04/2016 06:33:39 AM,41.926810797,-87.731741133,"(41.926810797, -87.731741133)"
6666254,HP734714,12/13/2008 08:00:00 PM,016XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2534,025,30,23,08B,1148799,1910608,2008,02/04/2016 06:33:39 AM,41.910642825,-87.728803266,"(41.910642825, -87.728803266)"
6666255,HP737873,12/16/2008 08:00:00 PM,015XX N TRIPP AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2534,025,37,23,07,1147772,1909744,2008,02/04/2016 06:33:39 AM,41.908291723,-87.73259835,"(41.908291723, -87.73259835)"
6666256,HP739773,12/17/2008 12:00:00 AM,001XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1125,011,2,28,06,1159763,1899520,2008,02/04/2016 06:33:39 AM,41.879997303,-87.688831427,"(41.879997303, -87.688831427)"
6666257,HP739621,12/18/2008 07:51:00 AM,026XX N NEWCASTLE AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,false,false,2512,025,36,18,07,1130308,1916708,2008,02/04/2016 06:33:39 AM,41.927719531,-87.796593305,"(41.927719531, -87.796593305)"
6666259,HP733325,12/14/2008 10:00:00 AM,008XX W BELLE PLAINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2322,019,46,3,07,1169848,1927763,2008,02/04/2016 06:33:39 AM,41.957283789,-87.650975581,"(41.957283789, -87.650975581)"
6666261,HP738209,12/17/2008 11:00:00 AM,012XX S KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1011,010,24,29,08B,1147577,1894101,2008,02/04/2016 06:33:39 AM,41.865369326,-87.733716227,"(41.865369326, -87.733716227)"
6666263,HP738192,12/17/2008 10:45:00 AM,105XX S AVENUE L,0460,BATTERY,SIMPLE,STREET,false,true,0432,004,10,52,08B,1201842,1835776,2008,02/04/2016 06:33:39 AM,41.704110064,-87.536495442,"(41.704110064, -87.536495442)"
6666267,HP739662,12/18/2008 08:40:00 AM,059XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0824,008,16,66,07,1156400,1865091,2008,02/04/2016 06:33:39 AM,41.785588586,-87.702108929,"(41.785588586, -87.702108929)"
6666272,HP738157,12/17/2008 09:58:50 AM,032XX S SHIELDS AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,DRIVEWAY - RESIDENTIAL,true,false,0924,009,11,34,03,1174486,1883400,2008,02/04/2016 06:33:39 AM,41.835446735,-87.635252013,"(41.835446735, -87.635252013)"
6666277,HP738365,12/17/2008 12:55:00 PM,013XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1011,010,24,29,08B,1151921,1893527,2008,02/04/2016 06:33:39 AM,41.863709837,-87.717784226,"(41.863709837, -87.717784226)"
6666278,HP738213,12/17/2008 11:00:00 AM,021XX E 87TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0412,004,8,45,08B,1191768,1847705,2008,02/04/2016 06:33:39 AM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
6666280,HP738665,12/17/2008 03:10:00 PM,022XX W JACKSON BLVD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,1211,012,2,28,24,1161324,1898653,2008,02/04/2016 06:33:39 AM,41.877585867,-87.683123746,"(41.877585867, -87.683123746)"
6666281,HP738709,12/17/2008 12:00:00 PM,006XX E 44TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,38,05,1181424,1875985,2008,02/04/2016 06:33:39 AM,41.814941888,-87.61002363,"(41.814941888, -87.61002363)"
6666282,HP738889,12/17/2008 04:15:00 PM,069XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,STREET,false,false,0332,003,5,43,08A,1190740,1859442,2008,02/04/2016 06:33:39 AM,41.769326512,-87.576386076,"(41.769326512, -87.576386076)"
6666283,HP738116,12/17/2008 08:00:00 AM,056XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0824,008,16,63,08A,1160001,1867170,2008,02/04/2016 06:33:39 AM,41.791220341,-87.688848758,"(41.791220341, -87.688848758)"
6666284,HP738742,12/17/2008 12:45:00 PM,031XX N AUSTIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2514,025,30,19,05,1135845,1920118,2008,02/04/2016 06:33:39 AM,41.936980035,-87.776165188,"(41.936980035, -87.776165188)"
6666285,HP738732,12/17/2008 12:00:00 PM,006XX E 44TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,38,05,1181429,1875985,2008,02/04/2016 06:33:39 AM,41.814941773,-87.610005289,"(41.814941773, -87.610005289)"
6666286,HP737408,12/16/2008 07:04:00 PM,073XX S KINGSTON AVE,0550,ASSAULT,AGGRAVATED PO: HANDGUN,RESIDENCE,true,false,0334,003,7,43,04A,1194238,1856682,2008,02/04/2016 06:33:39 AM,41.761667678,-87.563654805,"(41.761667678, -87.563654805)"
6666288,HP738715,12/17/2008 01:30:00 PM,006XX E 44TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,38,05,1181429,1875985,2008,02/04/2016 06:33:39 AM,41.814941773,-87.610005289,"(41.814941773, -87.610005289)"
6666289,HP733772,12/14/2008 04:20:00 PM,047XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,true,false,1722,017,45,15,06,1143937,1926169,2008,02/04/2016 06:33:39 AM,41.953436358,-87.746273229,"(41.953436358, -87.746273229)"
6666290,HP738797,12/17/2008 04:30:00 PM,057XX S MAYFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0811,008,23,56,08A,1138027,1865909,2008,02/04/2016 06:33:39 AM,41.788183713,-87.769454419,"(41.788183713, -87.769454419)"
6666291,HP738807,12/17/2008 04:30:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0312,003,20,69,14,1180029,1862357,2008,02/04/2016 06:33:39 AM,41.777577536,-87.615558035,"(41.777577536, -87.615558035)"
6666292,HP738214,12/17/2008 11:00:00 AM,001XX W 51ST ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0232,002,3,37,03,1175979,1871168,2008,02/04/2016 06:33:39 AM,41.801847623,-87.630141075,"(41.801847623, -87.630141075)"
6666293,HP739560,12/18/2008 06:00:00 AM,008XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2313,019,46,3,08B,1169667,1929414,2008,02/04/2016 06:33:39 AM,41.961818141,-87.6515927,"(41.961818141, -87.6515927)"
6666294,HP738861,12/17/2008 05:08:33 PM,071XX S INGLESIDE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,true,false,0324,003,5,69,26,1183798,1857821,2008,02/04/2016 06:33:39 AM,41.765043168,-87.601882428,"(41.765043168, -87.601882428)"
6666295,HP737489,12/16/2008 05:30:00 PM,037XX N SACRAMENTO AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1733,017,33,16,05,1155718,1924782,2008,02/04/2016 06:33:39 AM,41.949400723,-87.703002478,"(41.949400723, -87.703002478)"
6666297,HP739134,12/17/2008 06:30:00 PM,035XX W 64TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0823,008,15,66,08B,1153762,1861942,2008,02/04/2016 06:33:39 AM,41.776999991,-87.711864607,"(41.776999991, -87.711864607)"
6666298,HP738934,12/17/2008 11:36:00 AM,011XX S WABASH AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0132,001,2,32,06,1176945,1895579,2008,02/04/2016 06:33:39 AM,41.868811567,-87.625861055,"(41.868811567, -87.625861055)"
6666299,HP738903,12/17/2008 07:34:00 AM,126XX S YALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,9,53,05,1176912,1821156,2008,02/04/2016 06:33:39 AM,41.664587319,-87.628222009,"(41.664587319, -87.628222009)"
6666300,HP739632,12/18/2008 07:00:00 AM,001XX E 115TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0532,005,9,53,26,1179249,1828744,2008,02/04/2016 06:33:39 AM,41.685357148,-87.619439543,"(41.685357148, -87.619439543)"
6666301,HP738396,12/17/2008 01:00:00 PM,018XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,false,1014,010,24,29,08B,1150692,1890646,2008,02/04/2016 06:33:39 AM,41.855828122,-87.722371108,"(41.855828122, -87.722371108)"
6666302,HP730133,12/12/2008 01:10:00 PM,051XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1634,016,30,15,18,1141544,1920790,2008,02/04/2016 06:33:39 AM,41.93872052,-87.755203594,"(41.93872052, -87.755203594)"
6666303,HP738218,12/17/2008 12:15:00 PM,082XX S WOODLAWN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0411,004,8,45,08A,1185644,1850624,2008,02/04/2016 06:33:39 AM,41.745250622,-87.595342663,"(41.745250622, -87.595342663)"
6666307,HP738236,12/17/2008 09:52:33 AM,004XX W 32ND ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE-GARAGE,true,false,0924,009,11,60,03,1173911,1883722,2008,02/04/2016 06:33:39 AM,41.836343133,-87.637352283,"(41.836343133, -87.637352283)"
6666311,HP739631,12/18/2008 12:30:00 AM,033XX N MELVINA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1633,016,36,17,14,1134465,1921736,2008,02/04/2016 06:33:39 AM,41.941444504,-87.781198674,"(41.941444504, -87.781198674)"
6666313,HP736886,12/16/2008 01:00:54 PM,045XX S DAMEN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0914,009,12,61,06,1163669,1874288,2008,02/04/2016 06:33:39 AM,41.810676762,-87.675199089,"(41.810676762, -87.675199089)"
6666314,HP731592,12/12/2008 08:30:00 AM,066XX W ARCHER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,DAY CARE CENTER,false,false,0811,008,23,56,20,1132872,1867346,2008,02/04/2016 06:33:39 AM,41.792218329,-87.788322848,"(41.792218329, -87.788322848)"
6666316,HP738237,12/17/2008 10:45:00 AM,090XX S BUFFALO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0424,004,10,46,08B,1199613,1845686,2008,02/04/2016 06:33:39 AM,41.731360234,-87.544324894,"(41.731360234, -87.544324894)"
6666317,HP739320,12/17/2008 10:07:00 PM,051XX W SUNNYSIDE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,false,false,1623,016,45,15,26,1141159,1929446,2008,02/04/2016 06:33:39 AM,41.962480502,-87.756404431,"(41.962480502, -87.756404431)"
6666318,HP730400,12/12/2008 04:02:00 PM,035XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1634,016,38,15,18,1141067,1923204,2008,02/04/2016 06:33:39 AM,41.945353584,-87.756897046,"(41.945353584, -87.756897046)"
6666319,HP738271,12/17/2008 11:30:00 AM,088XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0412,004,8,48,08A,1193370,1846910,2008,02/04/2016 06:33:39 AM,41.734873766,-87.567154966,"(41.734873766, -87.567154966)"
6666320,HP738725,12/17/2008 03:10:00 PM,060XX S INDIANA AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0311,003,20,40,06,1178630,1865109,2008,02/04/2016 06:33:39 AM,41.785161229,-87.620603115,"(41.785161229, -87.620603115)"
6666321,HP738054,12/17/2008 08:35:00 AM,003XX E WACKER DR,0460,BATTERY,SIMPLE,CTA BUS,false,false,0124,001,42,32,08B,1178335,1902515,2008,02/04/2016 06:33:39 AM,41.887812777,-87.620546628,"(41.887812777, -87.620546628)"
6666322,HP738842,12/17/2008 04:30:00 PM,118XX S PERRY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0522,005,34,53,08B,1177705,1826547,2008,02/04/2016 06:33:39 AM,41.679363221,-87.625157838,"(41.679363221, -87.625157838)"
6666323,HP739692,12/17/2008 02:30:00 PM,018XX N RICHMOND ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1421,014,35,22,08A,1156525,1912139,2008,02/04/2016 06:33:39 AM,41.914691083,-87.700379148,"(41.914691083, -87.700379148)"
6666324,HP738801,12/16/2008 12:00:00 PM,006XX E 133RD ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0533,005,9,54,05,1182795,1817536,2008,02/04/2016 06:33:39 AM,41.654519398,-87.606804501,"(41.654519398, -87.606804501)"
6666325,HP739066,12/17/2008 11:30:00 AM,045XX N HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1723,017,39,14,14,1149244,1929791,2008,02/04/2016 06:33:39 AM,41.963273981,-87.726669789,"(41.963273981, -87.726669789)"
6666326,HP738057,12/16/2008 04:30:00 PM,044XX N ALBANY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1724,017,33,14,08B,1154920,1929244,2008,02/04/2016 06:33:39 AM,41.961660807,-87.705815722,"(41.961660807, -87.705815722)"
6666327,HP738080,12/17/2008 09:45:00 AM,004XX S STATE ST,0820,THEFT,$500 AND UNDER,LIBRARY,true,false,0132,001,2,32,06,1176436,1898416,2008,02/04/2016 06:33:39 AM,41.876607964,-87.627644063,"(41.876607964, -87.627644063)"
6666328,HP737250,12/16/2008 04:50:24 PM,040XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1132,011,24,26,08B,1149541,1898050,2008,02/04/2016 06:33:39 AM,41.876167971,-87.726403744,"(41.876167971, -87.726403744)"
6666329,HP738916,12/17/2008 05:00:00 PM,006XX E 133RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,false,0533,005,9,54,14,1183047,1817374,2008,02/04/2016 06:33:39 AM,41.654069013,-87.605887439,"(41.654069013, -87.605887439)"
6666330,HP739294,12/17/2008 09:30:00 PM,067XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0832,008,15,66,08B,1160203,1859850,2008,02/04/2016 06:33:39 AM,41.771129086,-87.688309404,"(41.771129086, -87.688309404)"
6666331,HP736667,12/13/2008 09:00:00 PM,048XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,false,false,0223,002,4,38,14,1182404,1873167,2008,02/04/2016 06:33:39 AM,41.807186385,-87.606516315,"(41.807186385, -87.606516315)"
6666332,HP739190,12/17/2008 08:20:00 PM,036XX W BELMONT AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1732,017,35,21,03,1151621,1921037,2008,02/04/2016 06:33:39 AM,41.939205851,-87.718161345,"(41.939205851, -87.718161345)"
6666333,HP738512,12/17/2008 01:00:00 PM,103XX S DAUPHIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,false,false,0512,005,9,49,14,1182437,1836724,2008,02/04/2016 06:33:39 AM,41.707182246,-87.607522959,"(41.707182246, -87.607522959)"
6666334,HP735890,12/15/2008 05:27:56 PM,001XX E 51ST ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,false,false,0232,002,3,40,26,1178181,1871245,2008,02/04/2016 06:33:39 AM,41.8020092,-87.622063199,"(41.8020092, -87.622063199)"
6666335,HP738122,12/17/2008 11:05:00 AM,020XX S MICHIGAN AVE,0850,THEFT,ATTEMPT THEFT,STREET,false,false,0134,001,2,33,06,1177528,1890620,2008,02/04/2016 06:33:39 AM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
6666336,HP730889,12/12/2008 08:00:00 PM,055XX S ADA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0713,007,16,67,18,1168275,1867908,2008,02/04/2016 06:33:39 AM,41.793071287,-87.658488475,"(41.793071287, -87.658488475)"
6666337,HP738475,12/17/2008 01:36:04 PM,006XX N CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1121,011,27,23,08B,1153928,1904115,2008,02/04/2016 06:33:39 AM,41.892724688,-87.710134375,"(41.892724688, -87.710134375)"
6666338,HP738815,12/17/2008 02:30:00 PM,102XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0511,005,8,50,08B,1182759,1837124,2008,02/04/2016 06:33:39 AM,41.708272443,-87.60633144,"(41.708272443, -87.60633144)"
6666339,HP738492,12/17/2008 12:00:00 PM,096XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0511,005,6,49,08B,1178850,1841009,2008,02/04/2016 06:33:39 AM,41.71902307,-87.620528559,"(41.71902307, -87.620528559)"
6666340,HP739115,12/08/2008 06:40:00 PM,085XX W BRYN MAWR AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1614,016,41,76,11,1118285,1936066,2008,02/04/2016 06:33:39 AM,41.981038395,-87.840365095,"(41.981038395, -87.840365095)"
6666345,HP734154,12/14/2008 08:50:42 PM,035XX N AUSTIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,1633,016,38,15,18,1135740,1923140,2008,02/04/2016 06:33:39 AM,41.945274597,-87.776478936,"(41.945274597, -87.776478936)"
6666347,HP739214,12/17/2008 08:42:00 PM,018XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1923,019,47,5,08B,1163392,1926592,2008,02/04/2016 06:33:39 AM,41.954209119,-87.67474284,"(41.954209119, -87.67474284)"
